,TrackID,Genre,SongNumber,TrackID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
10,TRAADYB128F92D7E73,Jazz,2691,TRAADYB128F92D7E73,322532,b'Bossa Nova Stories',b'ARGMXQW1187FB54C34',-23.56287,b'Sao Paulo Brazil',-46.65466,b'Eliane Elias',0.0,251.42812,7,0.391,86.091,5,0.551,b'The More I See You',2009
11,TRAAELO128F9302DD1,Electronic,2675,TRAAELO128F9302DD1,617077,b'Vanguard Visionaries',b'ARINEWW1187FB5577E',,b'',,b'Perrey And Kingsley',0.0,122.64444,0,0.61,102.538,4,0.869,b'Spooks In Space',1966
12,TRAAEMJ128F425A917,Pop,2678,TRAAEMJ128F425A917,278999,b'Be Yourself Tonight',b'ARDGB6U1187FB3AD07',51.50632,b'London England',-0.12714,b'Eurythmics',0.0,207.0722,0,0.442,84.164,4,0.853,b'Tous Les Gar\xc3\xa7ons Et Les Filles',1985
13,TRAAENC128F1451DE9,Rock,2682,TRAAENC128F1451DE9,19601,b'Hometown 2001',b'AR2J2WF1187FB46271',54.48303,b'Egremont Cumbria England',-3.53444,b'Francis Dunnery',0.0,300.79955,7,0.666,124.175,4,0.698,b'Too Much Saturn',1995
14,TRAAEWG128F930B3A4,Rock,2673,TRAAEWG128F930B3A4,449471,b'Holy Roller Novocaine',b'ARF2EHS1187B994F4E',36.16778,b'Nashville Tennessee',-86.77836,b'Kings Of Leon',0.0,187.92444,0,0.612,116.823,4,0.347,b'Wicker Chair',2003
15,TRAAFJW128F428A424,Punk,2591,TRAAFJW128F428A424,104765,b'White Trash ......',b'AR06EB01187FB40150',,b'Berkeley CA',,b'NOFX',0.0,144.50893,4,0.093,152.622,4,0.358,b'Stickin In My Eye',1992
16,TRAAFRU128F9339158,World,2594,TRAAFRU128F9339158,466577,b'One World One People',b'ARNIFX51187FB418EA',,b'',,b'Xcultures',0.0,273.52771,1,0.652,125.013,4,1.0,b'Sudanese Dance',2000
17,TRAAGEC128E079252C,Electronic,2458,TRAAGEC128E079252C,15567,b'Things Falling Apart',b'ARK9TRQ1187B99C095',41.50471,b'Cleveland OH',-81.69074,b'Nine Inch Nails',0.0,426.89261,0,0.05,63.017,4,0.378,b'Metal',2000
18,TRAAGJV128F1464090,Pop,2464,TRAAGJV128F1464090,26902,"""b""60's Triple set""""",b'ARWY7I71187FB36C3D',40.71455,b'New York NY',-74.00712,b'Lesley Gore',0.0,136.48934,9,0.386,129.122,1,0.0,"""b""It's My Party""""",1963
19,TRAAGPF12903CE027E,Country,2466,TRAAGPF12903CE027E,682725,b'Country Lovers. Vol. 3',b'ARF4V431187FB3AA41',27.94653,b'Tampa FL',-82.45927,b'Slim Whitman',0.0,195.91791,3,0.883,91.487,4,0.0,b'Indian Love Call',1990
20,TRAAGPH128F4273C8D,Pop,2451,TRAAGPH128F4273C8D,287804,b'Affirmation',b'ARBGWMW1187B9AEA3E',,b'CA',,b'Savage Garden',0.0,118.33424,9,0.0,84.69,5,0.678,b'You Can Still Be Free',1999
21,TRAAGPJ128F428CD1B,Rock,2461,TRAAGPJ128F428CD1B,220917,b'Lullabies To Paralyze',b'AR6G4V01187B9AD086',,b'',,b'Queens Of The Stone Age',0.0,288.41751,2,0.08,115.606,4,0.0,b'I Never Came',2005
22,TRAAHEG128E07861C3,Rap,2730,TRAAHEG128E07861C3,8552,b'Malpractice',b'ARXWAQQ1187B9AE954',,b'Newark NJ',,b'Redman',0.0,124.18567,1,0.074,85.008,5,1.0,b'WKYA (drop)',2001
23,TRAAIAE128F42AC53D,Country,2600,TRAAIAE128F42AC53D,307618,b'Timeless',b'ARF3GX71187FB3EB66',,b'Medicine Lodge KS',,b'Martina McBride',0.0,261.95546,7,0.96,100.194,3,1.0,"""b""I Can't Stop Loving You""""",2005
24,TRAAIAN12903CFF16D,Reggae,2608,TRAAIAN12903CFF16D,784530,b'Feel Good All Over: Anthology 1970-1976',b'AR3PN3R1187FB4CEBD',18.01571,b'Kingston Jamaica',-76.79731,b'Horace Andy',0.0,176.27383,2,0.171,151.911,4,0.231,b'Thank You Lord',1985
25,TRAAIHL128F92E6DDA,RnB,2610,TRAAIHL128F92E6DDA,523481,b'Legacy',b'ARR9XGB1187B9912E6',,b'Philadelphia PA',,b'Boyz II Men',0.0,329.27302,8,0.497,116.473,4,1.0,b'On Bended Knee',1994
26,TRAAIYR12903CD290D,Rock,2611,TRAAIYR12903CD290D,722546,b'White Feather',b'ARDF8K01187FB37200',,b'Sydney Australia',,b'Wolfmother',0.0,212.37506,4,0.372,110.745,4,1.0,b'White Feather',2009
27,TRAAJJG128F4284B27,Rock,2515,TRAAJJG128F4284B27,293668,b'Underneath',b'ARQOC971187B9910FA',42.73383,b'Lansing MI',-84.59334,b'The Verve Pipe',0.0,292.8322,9,0.295,133.306,4,0.338,b'Medicate Myself',2001
28,TRAAJYX128F4255568,Reggae,2519,TRAAJYX128F4255568,276924,b'Best Of Maxi Priest',b'ARI0PUX1187FB3F215',54.31392,b'Great Britain / UK',-2.23218,b'Maxi Priest',0.0,301.81832,10,0.683,61.971,1,0.397,"""b""Groovin' In The Midnight""""",1991
29,TRAAKAS128F4246013,Rock,2541,TRAAKAS128F4246013,193554,b'Signify (Special Edition)',b'ARYO9BU1187B9ADA88',,b'',,b'Porcupine Tree',0.0,416.80934,6,0.644,124.04,5,0.82,b'Waiting',1997
30,TRAAKDF128F92FA302,Rock,2543,TRAAKDF128F92FA302,440990,b'In Your Honor',b'AR6XPWV1187B9ADAEB',,b'Seattle WA',,b'Foo Fighters',0.0,117.002,7,0.458,152.127,4,0.651,b'Hell',2005
31,TRAAKTK128F9343DCC,Rock,2542,TRAAKTK128F9343DCC,512234,b'Gira Me Ver\xc3\xa1s Volver',b'ARBJSO81187B9BA09B',,b'',,b'Soda Stereo',0.0,225.12281,11,0.0,175.421,1,0.0,b'Te Hacen Falta Vitaminas',1984
32,TRAALZC128F92E11A6,Country,2655,TRAALZC128F92E11A6,474726,b'Heaven',b'ARYJSY01187B9B7C65',,b'Locust Ridge TN',,b'Dolly Parton',0.0,155.21914,7,0.0,114.027,3,1.0,b'Letter To Heaven',1971
33,TRAAMES128F42AF068,Rock,2620,TRAAMES128F42AF068,307651,b'Pearl Jam',b'ARFVYJI1187B9B8E13',47.60356,b'Seattle WA',-122.32944,b'Pearl Jam',0.0,428.56444,4,0.743,105.994,3,1.0,b'Inside Job',2006
34,TRAAMJY128F92F5919,Rap,2618,TRAAMJY128F92F5919,528941,b'The Best of DJ Quik - Da Finale',b'AROTIMO1187FB532BF',,b'Compton CA',,b'DJ Quik',0.0,205.58322,7,0.025,181.115,4,0.701,b'Born and Raised In Compton',1991
35,TRAAMPA128F92E7D0D,Punk,2626,TRAAMPA128F92E7D0D,329967,b'Enjoy!',b'ARANOZN1187B9B373E',,b'Los Angeles CA',,b'Descendents',0.0,140.66893,6,0.006,89.495,4,0.614,b'Orgofart',1986
36,TRAAMSO128EF348DCC,Rock,2625,TRAAMSO128EF348DCC,71267,b'A Nite On The Strip - Live',b'ARHONG11187FB3B120',29.78772,b'katy',-95.82333,b'L.A. Guns',0.0,201.09016,5,0.608,102.259,3,1.0,b'Bitch Is Back',1988
37,TRAANLO128F422AE37,Metal,2480,TRAANLO128F422AE37,179267,b'Bitter Suites to Succubi',b'ARF0W6Z1187B9AC325',,b'',,b'Cradle Of Filth',0.0,321.35791,2,0.341,193.693,4,0.617,b'Summer Dying Fast',1994
38,TRAAOIN128F9303790,Rock,2629,TRAAOIN128F9303790,534031,b'For Screening Purposes Only',b'ARGWIHH1187B9A79B0',,b'',,b'Test Icicles',0.0,190.24934,4,0.441,75.031,4,1.0,b'Snowball',2005
39,TRAAOJI128F1458DCD,Rock,2636,TRAAOJI128F1458DCD,23134,b'Endless',b'AR5MK521187B98E0B8',51.50632,b'London England',-0.12714,b'Heaven 17',0.0,255.16363,7,0.473,150.837,4,0.466,"""b""(We Don't Need This) Fascist Groove Thang""""",1981
40,TRAAPPQ128F14961F5,Rock,2646,TRAAPPQ128F14961F5,53826,"""b""The B52's""""",b'ARVML631187B99E90D',,b'Athens GA',,"""b""The B-52's""""",0.0,261.74649,0,0.427,124.086,4,0.366,b'Wig',1986
41,TRAAPSQ12903CAE86A,Punk,2641,TRAAPSQ12903CAE86A,754188,b'Punk International',b'ARD3LXU1187B9ABFC5',,b'',,b'Sex Pistols',0.0,216.60689,9,0.558,145.518,4,0.675,b'God Save the Queen (Live)',1988
42,TRAAPWD128F931ACD4,Electronic,2648,TRAAPWD128F931ACD4,409251,b'Breaks_ Beats & Blondes',b'ARMG6K31187FB55677',,b'',,b'Deekline & Wizard',0.0,271.77751,0,0.674,90.648,3,1.0,b'Sun Is Shining',2004
43,TRAAQBF12903CF796B,Rock,2499,TRAAQBF12903CF796B,603055,b'Peace At Last - EP',b'ARC6UC81187B989062',40.71455,b'NY - New York City',-74.00712,b'Hem',0.0,133.27628,5,0.783,89.86,1,0.368,b'Have Yourself A Merry Little Christmas',2005
44,TRAAQCK128F92E8C33,Pop,2500,TRAAQCK128F92E8C33,435050,b'Alright_ Still (Deluxe)',b'ARKZJ301187FB521B2',,b'LDN',,b'Lily Allen',0.0,264.69832,9,0.594,156.097,4,1.0,b'U Killed It',2006
45,TRAAQIH128F428BDEA,Rap,2495,TRAAQIH128F428BDEA,105115,b'RoadKillOvercoat',b'ARU9KWP1187B98B2A7',,b'',,b'Busdriver',0.0,192.1824,6,0.211,155.038,4,0.41,b'(Bloody Paw On The) Kill Floor',2007
46,TRAARHS128F931689D,Rock,2570,TRAARHS128F931689D,624887,b'Hitzone 49',b'ARVG4OK1187B9B6BD3',,b'',,b'The Killers',0.0,284.3424,4,0.49,151.953,4,0.198,b'Spaceman',2008
47,TRAASIG128F92C3A6B,Rock,2708,TRAASIG128F92C3A6B,312976,b'Kivenkantaja',b'ARSTH0R1187B98951E',,b'',,b'Moonsorrow',0.0,356.49261,9,0.764,124.237,4,0.0,b'Ukkosenjumalan poika',2001
48,TRAASKQ128F4265E04,Rock,2703,TRAASKQ128F4265E04,282493,b'Live at the Grand Olympic Auditorium',b'ARCE0H01187B9AF741',,b'Los Angeles CA',,b'Rage Against The Machine',0.0,201.56036,9,0.539,140.63,1,0.0,b'Kick Out The Jams',2000
49,TRAATGM12903C9CD7C,Rock,2587,TRAATGM12903C9CD7C,570488,b'Mind Control',b'ARED2DG1187FB3CB4D',,b'',,b'Tantric',0.0,177.24036,2,0.796,106.698,1,0.792,b'Walk Away',2009
50,TRAATIU128F4291A84,Metal,2579,TRAATIU128F4291A84,223563,b'Call of the Mastodon',b'ARMQHX71187B9890D3',,b'Atlanta GA',,b'Mastodon',0.0,233.58649,2,0.604,89.78,4,0.0,b'Shadows That Move',2001
51,TRAAUEO128E0780CB9,Rock,2716,TRAAUEO128E0780CB9,314,b'Sleeping With Ghosts',b'AR6892W1187B9AC71B',,b'London England',,b'Placebo',0.0,241.52771,10,0.532,108.264,4,0.902,b'English Summer Rain',2003
52,TRAAUIH128F4254C9D,Reggae,2720,TRAAUIH128F4254C9D,146292,b'Virtuous Woman',b'ARN5W1B1187B98BE10',,b'',,b'Warrior King',0.0,224.28689,10,0.693,241.877,4,0.947,b'Empress So Divine',2002
53,TRAAUKK128F933A680,Rock,2717,TRAAUKK128F933A680,509726,b'De Musica Ligera',b'ARBJSO81187B9BA09B',,b'',,b'Soda Stereo',0.0,340.29669,7,0.403,91.328,4,0.884,b'Terapia De Amor Intensiva',1988
54,TRAAUSW128F426646E,Reggae,2714,TRAAUSW128F426646E,206882,b'Exclusively',b'AR3PN3R1187FB4CEBD',18.01571,b'Kingston Jamaica',-76.79731,b'Horace Andy',0.0,234.44853,10,0.166,102.055,1,0.0,b'Musical Episode',2005
55,TRAAVAH128F4284D7C,Rap,2558,TRAAVAH128F4284D7C,293884,b'Run DMC',b'ARX9YIP1187B98A656',,b'',,b'RUN-DMC',0.0,234.65751,1,0.572,119.67,4,0.686,b'Hard Times',1984
56,TRAAVIT128F92E657C,Metal,2568,TRAAVIT128F92E657C,386120,b'Made In Hong Kong (And In Various Other Places)',b'AR74Q3R1187B9B24C3',,b'Kitee Finland',,b'Nightwish',0.0,301.06077,3,0.569,143.97,4,0.456,b'Escapist',2007
57,TRAAWUH128F427F12C,Rock,2474,TRAAWUH128F427F12C,216819,b'Coastal',b'ARR2TI31187FB380FE',,b'',,b'The Field Mice',0.0,316.73424,3,0.356,162.682,4,0.0,b'When Morning Comes To Town',1989
58,TRAAXUY128F426BA55,Rock,2553,TRAAXUY128F426BA55,285631,b'Echoes',b'AR7JBP41187FB3EA8A',,b'Los Angeles CA',,b'Gene Clark',0.0,168.38485,9,0.327,98.49,1,0.0,b'Set You Free This Time',1998
59,TRAAYTI128F933663B,Jazz,2510,TRAAYTI128F933663B,552899,b'Guidum',b'ARLDW6Z1187FB3F2A0',19.4319,b'Mexico City Mexico',-99.13285,b'Abraham Laboriel',0.0,368.16934,11,0.252,93.106,4,0.0,b'Exchange',1995
60,TRAAZBD128F427A97D,Rap,2425,TRAAZBD128F427A97D,355081,b'Oh My God',b'AR1QXAQ1187FB47FAC',,b'Brookyln NY',,b'Sticky Fingaz',0.0,266.4224,6,0.358,80.149,4,1.0,b'Oh My God',2000
61,TRAAZGC12903CB5DFB,Blues,2431,TRAAZGC12903CB5DFB,711137,b'Road House',b'AR76DOS1187FB5AE78',,b'',,b'The Jeff Healey Band',0.0,313.7824,7,0.241,107.197,3,1.0,b'Hoochie Coochie Man',1989
62,TRAAZIE128F427961E,Pop,2424,TRAAZIE128F427961E,160060,b'Bebop Moptop',b'AR6QQY41187B990574',56.46137,b'Dundee Scotland',-2.96761,b'Danny Wilson',0.0,167.20934,7,0.605,196.034,4,0.868,b'The Second Summer Of Love',1989
63,TRAAZPJ128F4292DB5,New Age,2435,TRAAZPJ128F4292DB5,296873,b'Seasons Of The Soul',b'ARU0HTX1187B98B4C6',34.05349,b'California - LA',-118.24532,b'Lisa Lynne',0.0,316.49914,2,0.6,95.981,4,0.186,b'Isla del Luna',1999
64,TRABAFJ128F42AF24E,Pop,5972,TRABAFJ128F42AF24E,307477,b'Just Want You To Know',b'AR3JMC51187B9AE49D',28.53823,b'Orlando FL',-81.37739,b'Backstreet Boys',0.0,236.25098,0,0.005,112.787,4,0.572,b'Larger Than Life',1999
65,TRABBNP128F932546F,Electronic,6093,TRABBNP128F932546F,546323,b'Ten Tonne EP',b'AR62SOJ1187FB47BB5',,b'',,b'Chase & Status',0.0,337.68444,4,0.409,174.993,4,0.753,b'Ten Tonne',2005
66,TRABCEC128F426456E,Jazz,5884,TRABCEC128F426456E,92936,b'. . . Till Then',b'AR0IAWL1187B9A96D0',8.4177,b'Panama',-80.11278,b'Danilo Perez',0.0,197.19791,7,0.525,159.233,1,0.039,b'Native Soul',2003
67,TRABCTK128F934B224,Rock,5882,TRABCTK128F934B224,559989,b'Nothing To Remember',b'AR558FS1187FB45658',,b'',,b'40 Grit',0.0,75.67628,11,0.154,186.882,3,0.734,b'Intro',2003
68,TRABCUQ128E0783E2B,Pop,5883,TRABCUQ128E0783E2B,1818,b'Love Angel Music Baby',b'ARVBRGZ1187FB4675A',,b'',,b'Gwen Stefani',0.0,290.55955,1,0.212,113.995,4,0.654,b'Harajuku Girls',2004
69,TRABCXB128F4286BD3,Rock,5890,TRABCXB128F4286BD3,219272,b'Major Impacts',b'ARWB3G61187FB49404',,b'Hamilton Ohio',,b'Steve Morse',0.0,363.85914,4,0.311,90.199,1,1.0,b'Prognosis',2000
70,TRABDSK128F42443F1,Rock,6111,TRABDSK128F42443F1,138157,b'Live In The Lou',b'ARF6ZTO1187FB3684F',,b'LONG BEACH California',,b'Story Of The Year',0.0,75.57179,6,0.016,100.032,4,1.0,b'Swallow The Knife (Live) (Segue)',2005
71,TRABDTV128E0791839,Rap,6109,TRABDTV128E0791839,15327,b'Lyricist Lounge Vol. 1',b'ARPYBWQ1187B989C0D',,b'',,b'Natural Elements',0.0,338.1024,1,0.417,185.88,4,0.728,b'Mayday',1998
72,TRABDVD128F4292CDF,New Age,6113,TRABDVD128F4292CDF,296872,b'Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne',b'ARU0HTX1187B98B4C6',34.05349,b'California - LA',-118.24532,b'Lisa Lynne',0.0,298.10893,0,0.63,94.031,5,0.328,b'Lake Of Dreams',1998
73,TRABFGJ12903CF6A75,Country,6020,TRABFGJ12903CF6A75,691036,b'Number Ones',b'AR14CJ91187FB3A994',35.52069,b'Madisonville TN',-84.36354,b'Eddy Arnold',0.0,166.16444,11,0.292,157.779,4,0.483,"""b""Just A Little Lovin' (Will Go A Long Way)""""",1967
74,TRABFKN12903CAF61B,Rock,6026,TRABFKN12903CAF61B,665347,"""b""So Wrong_ It's Right""""",b'ARJV0U41187B9AB715',,b'Baltimore MD',,b'All Time Low',0.0,221.67465,2,0.403,91.483,4,0.537,b'Shameless',2007
75,TRABFPX128F9331F21,Jazz,6025,TRABFPX128F9331F21,463706,b'French Touch',b'ARWI6LR1187FB46E9F',43.57607,b'Le Cannet France',7.01815,b'Richard Galliano',0.0,261.74649,9,0.503,76.296,3,0.51,"""b""L' Envers Du D\xc3\xa9cor""""",1999
76,TRABFQC128F4265349,RnB,6021,TRABFQC128F4265349,282385,b'Passion',b'AR0AVIB1187FB37D01',,b'Englewood NJ',,b'Regina Belle',0.0,307.33016,7,0.716,92.672,4,0.962,b'Quiet Time',1993
77,TRABGMB12903CF50FE,Rap,5899,TRABGMB12903CF50FE,601992,"""b""Jetzt geht's ab - Jubil\xc3\xa4ums-Edition""""",b'ARMD6JB1187FB3B0E7',,b'Germany',,b'Die Fantastischen Vier',0.0,149.99465,9,0.634,120.001,4,0.548,b'B\xc3\xb6se',1991
78,TRABHVL128F92EFB0E,Metal,6149,TRABHVL128F92EFB0E,389989,b'The Poison',b'ARM7C1Q1187FB471C8',,b'Bridgend South Wales UK',,b'Bullet For My Valentine',0.0,215.53587,0,0.806,188.924,4,0.0,b'Suffocating Under Words Of Sorrow (What Can I Do)',2005
79,TRABIPA128F1458F79,Rock,6037,TRABIPA128F1458F79,23176,b'Compact Disc',b'ARDG9Z71187B997023',51.50632,b'London England',-0.12714,b'Public Image Ltd',0.0,492.30322,9,0.674,193.56,4,0.357,b'Ease',1985
80,TRABIQP128F427D0DD,Rock,6039,TRABIQP128F427D0DD,216087,b'This Is Noise',b'ARZWK2R1187B98F09F',,b'Chicago',,b'Rise Against',0.0,260.8322,11,0.156,122.006,4,0.695,b'Everchanging',2001
81,TRABJIA128F14B189F,World,5951,TRABJIA128F14B189F,65820,b'BalkanBeats Volume 2',b'ARMUC731187B9A172D',,b'',,b'Azis',0.0,281.88689,0,0.422,98.151,4,0.586,b'Anti Geroi',2006
82,TRABJIX128C7196953,RnB,5953,TRABJIX128C7196953,133,b'Take The Box',b'ARWD25M1187FB4C563',,b'London',,b'Amy Winehouse',0.0,256.10404,10,0.312,91.198,4,0.0,b'Stronger Than Me',2003
83,TRABJWA128F9309C09,Rock,5956,TRABJWA128F9309C09,347283,b'Victory Songs',b'ARUWB5W1187B98D7A1',,b'Helsinki Finland',,b'Ensiferum',0.0,291.02975,7,0.448,179.988,3,1.0,"""b""Warrior's Quest""""",1999
84,TRABKBS128F42823EC,Rock,5973,TRABKBS128F42823EC,292356,b'Faso Latido',b'ARQ05GM1187B990512',33.99604,b'Chino Hills CA',-117.75801,b'A Static Lullaby',0.0,237.42649,7,0.145,80.41,4,0.402,b'God Bless You (Goddamn it)',2005
85,TRABKJU128F422A7FE,Metal,5979,TRABKJU128F422A7FE,125805,b'Nuclear Blast Showdown 2006',b'ARBD4QW1187FB42153',62.19845,b'Sweden',17.55142,b'Scar Symmetry',0.0,271.5424,6,0.051,150.086,4,0.894,b'The Illusionist',2006
86,TRABLGI128F42B867A,Rock,6078,TRABLGI128F42B867A,310421,b'Eighteen Visions',b'ARV1ALU1187FB4D77E',33.6671,b'Orange County CA',-117.76505,b'Eighteen Visions',0.0,172.19873,6,0.274,131.079,4,0.664,b'Our Darkest Days',2006
87,TRABLHU128F1473B67,RnB,6084,TRABLHU128F1473B67,34603,b'The Baby Huey Story: The Living Legend',b'ARVZPW91187FB4D73C',,b'',,b'Baby Huey & The Baby Sitters',0.0,288.36526,2,0.634,132.973,1,0.0,"""b""California Dreamin' (LP Version)""""",1971
88,TRABLMN128E0792687,Rock,6085,TRABLMN128E0792687,15588,b'The Green Album',b'AR633SY1187B9AC3B9',,b'',,b'Weezer',0.0,180.97587,2,0.63,142.68,4,0.591,"""b""Don't Let Go""""",2001
89,TRABLYQ128F429A9F8,Folk,6073,TRABLYQ128F429A9F8,113380,b'lo mejor de  Luar na Lubre',b'ARHBYTA1187FB3C812',,b'',,b'Luar Na Lubre',0.0,251.81995,2,0.44,229.913,3,0.493,b'Terra',2001
90,TRABMDN128F4222B61,Latin,6046,TRABMDN128F4222B61,230945,b'Soy Como Soy',b'ARHEQ501187FB4F898',,b'',,b'Fruko Y Sus Tesos',0.0,261.90322,10,0.098,106.769,4,1.0,b'A La Memoria Del Muerto',2004
91,TRABMKI128F422E0BE,Rock,6044,TRABMKI128F422E0BE,180481,"""b""Senseless: Live At Cantone's_ 1982""""",b'AR3752L1187FB4B67E',,b'',,b'The Real Kids',0.0,222.11873,11,0.181,147.661,4,0.179,b'Now You Know',1996
92,TRABNEX128F92C9DEA,Rock,5916,TRABNEX128F92C9DEA,315023,b'Sex On Fire',b'ARF2EHS1187B994F4E',36.16778,b'Nashville Tennessee',-86.77836,b'Kings Of Leon',0.0,466.65098,9,0.0,114.73,4,0.572,b'Knocked Up',2007
93,TRABRGV128E07999DF,RnB,6004,TRABRGV128E07999DF,19265,b'Judgement Days',b'AR21YNH1187FB49649',51.50632,b'London',-0.12714,b'Ms. Dynamite',0.0,286.32771,9,0.53,125.916,3,0.262,b'Mr. Prime Minister',2005
94,TRABTNT128F9315009,Blues,6012,TRABTNT128F9315009,495943,b'Hold That Train',b'ARZ05QG1187FB3843E',31.55379,b'Monticello MS',-90.10785,b'Byther Smith',0.0,269.7922,0,0.706,94.554,3,0.661,b'So Unhappy',2004
95,TRABTZP128F92D9357,Jazz,6015,TRABTZP128F92D9357,323408,b'Lazy Afternoon',b'AR0AVIB1187FB37D01',,b'Englewood NJ',,b'Regina Belle',0.0,274.80771,0,0.416,67.745,4,0.0,b'If I Ruled The World',2004
96,TRABUCZ128F424163A,Rock,6132,TRABUCZ128F424163A,138100,b'Wake Me Up When September Ends',b'ARV3CRH1187B9A1B21',,b'Berkeley CA',,b'Green Day',0.0,340.79302,7,0.801,101.08,4,0.88,b'Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)',2005
97,TRABULK12903CC1559,Reggae,6130,TRABULK12903CC1559,805384,b'The Best of the Wailing Souls',b'AR0DSOO1187B9B855E',,b'',,b'Wailing Souls',0.0,214.38649,0,0.0,124.788,4,0.049,b'Very Well',1979
98,TRABUSZ128F4257BAB,Reggae,6137,TRABUSZ128F4257BAB,277866,b'Massive Reggae',b'ARXGWNG1187FB503A5',,b'',,b'Ini Kamoze',0.0,248.92036,9,0.36,100.342,4,1.0,b'Here Comes The Hotstepper',1995
99,TRABUYT128F93069C8,Metal,6131,TRABUYT128F93069C8,618681,b'Blue Record',b'ARKLA8V1187B999B68',,b'',,b'Baroness',0.0,270.52363,10,0.15,176.066,3,0.592,b'The Sweetest Curse',2009
100,TRABVAR128F421CFCB,Latin,5994,TRABVAR128F421CFCB,227007,b'Back To The Future',b'AR9KWJK1187FB4A531',18.22328,b'Cuomo Puerto Rico',-66.42889,b'Willie Rosario',0.0,281.41669,7,0.602,197.458,4,0.0,b'Un Tipo Como Yo',1999
101,TRABVIU128E0780DA0,Rock,6001,TRABVIU128E0780DA0,340,b'Black Market Music',b'AR6892W1187B9AC71B',,b'London England',,b'Placebo',0.0,246.96118,8,0.0,142.116,4,0.0,b'Slave To The Wage',2000
102,TRABVVN12903CB6445,Rock,5996,TRABVVN12903CB6445,757061,b'Freddie And The Trojan Horse',b'AREKO1L1187B997EFE',55.70622,b'Lund Sweden',13.1876,b'The Radio Dept.',0.0,256.02567,9,0.578,88.02,1,0.439,b'Closing Scene',2007
103,TRABVWG128F9359323,Rock,5999,TRABVWG128F9359323,565273,b'Dr Feelgood Deluxe Edition',b'AREGV3K1187B9AF614',,b'Los Angeles California',,b'M\xc3\xb6tley Cr\xc3\xbce',0.0,254.01424,7,0.246,127.745,4,0.699,b'Get It For Free',1999
